Onset in Beats,Durations in Beats,Voice,Pitch (C4=60),Velocity,Onset in Seconds,Durations in Seconds
110,0.472916667,1,63,64,55,0.236458333
110,0.472916667,2,43,64,55,0.236458333
110.5,0.472916667,0,68,64,55.25,0.236458333
110.5,0.472916667,1,62,64,55.25,0.236458333
110.5,0.235416667,2,48,64,55.25,0.117708333
110.75,0.235416667,2,47,64,55.375,0.117708333
111,0.472916667,0,67,64,55.5,0.236458333
111,0.472916667,1,63,64,55.5,0.236458333
111,0.472916667,2,48,64,55.5,0.236458333
111.5,0.472916667,0,65,64,55.75,0.236458333
111.5,0.472916667,1,65,64,55.75,0.236458333
111.5,0.472916667,2,50,64,55.75,0.236458333
112,0.472916667,0,67,64,56,0.236458333
112,0.472916667,1,59,64,56,0.236458333
112,0.235416667,2,41,64,56,0.117708333
112.25,0.235416667,2,43,64,56.125,0.117708333
112.5,0.235416667,0,65,64,56.25,0.117708333
112.5,0.472916667,1,60,64,56.25,0.236458333
112.5,0.947916667,2,44,64,56.25,0.473958333
112.75,0.235416667,0,63,64,56.375,0.117708333
113,0.472916667,0,65,64,56.5,0.236458333
113,0.472916667,1,62,64,56.5,0.236458333
113.5,0.472916667,0,62,64,56.75,0.236458333
113.5,0.472916667,1,59,64,56.75,0.236458333
113.5,0.235416667,2,43,64,56.75,0.117708333
113.75,0.235416667,2,41,64,56.875,0.117708333
114,0.472916667,0,68,64,57,0.236458333
114,0.472916667,1,59,64,57,0.236458333
114,0.947916667,2,39,64,57,0.473958333
114.5,0.472916667,0,67,64,57.25,0.236458333
114.5,0.472916667,1,60,64,57.25,0.236458333
115.5,0.472916667,0,69,64,57.75,0.236458333
115.5,0.472916667,1,60,64,57.75,0.236458333
115.5,0.472916667,2,51,64,57.75,0.236458333
116,0.472916667,0,71,64,58,0.236458333
116,0.235416667,1,65,64,58,0.117708333
116,0.472916667,2,50,64,58,0.236458333
116.25,0.235416667,1,62,64,58.125,0.117708333
116.5,0.472916667,0,72,64,58.25,0.236458333
116.5,0.235416667,1,63,64,58.25,0.117708333
116.5,0.472916667,2,48,64,58.25,0.236458333
116.75,0.710416667,1,60,64,58.375,0.355208333
117,0.235416667,0,65,64,58.5,0.117708333
117,0.472916667,2,55,64,58.5,0.236458333
117.25,0.235416667,0,63,64,58.625,0.117708333
117.5,0.235416667,0,62,64,58.75,0.117708333
117.5,0.472916667,1,59,64,58.75,0.236458333
117.5,0.472916667,2,43,64,58.75,0.236458333
117.75,0.235416667,0,60,64,58.875,0.117708333
118,0.472916667,0,60,64,59,0.236458333
118,0.947916667,1,60,64,59,0.473958333
118,9.497916667,2,48,64,59,4.748958333
118.5,0.235416667,0,72,64,59.25,0.117708333
118.75,0.235416667,0,71,64,59.375,0.117708333
119,0.472916667,0,72,64,59.5,0.236458333
119.5,0.472916667,0,67,64,59.75,0.236458333
119.5,0.472916667,1,64,64,59.75,0.236458333
120,0.472916667,0,68,64,60,0.236458333
120,0.947916667,1,65,64,60,0.473958333
120.5,0.235416667,0,72,64,60.25,0.117708333
120.75,0.235416667,0,71,64,60.375,0.117708333
121,0.472916667,0,72,64,60.5,0.236458333
121.5,0.472916667,0,74,64,60.75,0.236458333
121.5,0.472916667,1,65,64,60.75,0.236458333
122,0.472916667,0,67,64,61,0.236458333
122,0.472916667,1,65,64,61,0.236458333
122.5,0.235416667,0,72,64,61.25,0.117708333
122.5,0.235416667,1,63,64,61.25,0.117708333
122.75,0.235416667,0,71,64,61.375,0.117708333
122.75,0.235416667,1,62,64,61.375,0.117708333
123,0.472916667,0,72,64,61.5,0.236458333
123,0.472916667,1,63,64,61.5,0.236458333
123.5,0.472916667,0,74,64,61.75,0.236458333
123.5,0.472916667,1,65,64,61.75,0.236458333
123.5,0.472916667,1,68,64,61.75,0.236458333
124,0.235416667,0,65,64,62,0.117708333
124,0.497916667,1,59,64,62,0.248958333
124,0.497916667,1,62,64,62,0.248958333
124.25,0.235416667,0,67,64,62.125,0.117708333
124.5,0.947916667,0,68,64,62.25,0.473958333
125,0.497916667,1,59,64,62.5,0.248958333
125,0.497916667,1,62,64,62.5,0.248958333
125.5,0.235416667,0,67,64,62.75,0.117708333
125.75,0.235416667,0,65,64,62.875,0.117708333
126,1.897916667,0,64,64,63,0.948958333
126,1.897916667,1,55,64,63,0.948958333
126,1.897916667,1,60,64,63,0.948958333
